restaurant_name,restaurant_type,rate_out_of_5,num_of_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address
Filmy Kitchen,quick bites,3.7,182,400.0,Yes,No,"north indian, south indian, italian, chinese, fast food",bellandur,bellandur
Fine Day,quick bites,3.1,5,500.0,No,No,"biryani, andhra, north indian",bellandur,sarjapur road
Fine Dine Restaurant,casual dining,3.7,56,750.0,Yes,No,"north indian, kerala, chinese",hsr,hsr
Fine Food Restaurant,quick bites,3.4,26,500.0,Yes,No,"north indian, chinese, fast food",kalyan nagar,hennur
Firangi Bake,delivery,3.8,53,600.0,Yes,No,"mexican, italian",rajajinagar,rajajinagar
Fire And Ice,"dessert parlor, quick bites",3.7,19,300.0,Yes,No,"desserts, fast food",marathahalli,kaggadasapura
Fire Station,"pub, casual dining",4.4,808,1200.0,No,Yes,"continental, mexican, burger, desserts, italian, pizza, north indian, chinese",electronic city,electronic city
FireHouse - Bar & Kitchen,pub,3.9,751,1500.0,Yes,Yes,"continental, american, chinese, bbq, salad, italian",kalyan nagar,hbr layout
Firewood Biryani,quick bites,3.9,454,400.0,Yes,No,"biryani, kebab, rolls",brigade road,residency road
Firki Cafe,casual dining,2.8,40,850.0,No,Yes,north indian,kalyan nagar,kalyan nagar
Fish & Fries Restaurant,casual dining,4.0,648,750.0,No,No,"continental, seafood, bengali, fast food",hsr,hsr
Fish And Dish,quick bites,3.6,22,350.0,Yes,No,"mangalorean, chinese",bannerghatta road,jp nagar
Fish Chain,quick bites,3.4,12,300.0,Yes,No,"seafood, bbq, burger, biryani",frazer town,kammanahalli
Fish Corner,quick bites,3.7,118,400.0,Yes,No,"north indian, chinese, seafood",malleshwaram,yeshwantpur
Fish Factory-Citrus Hotel,fine dining,3.9,39,2600.0,No,Yes,seafood,church street,cunningham road
Fish Palace,quick bites,3.0,28,450.0,No,No,"mangalorean, chinese, seafood, north indian",malleshwaram,rajajinagar
Fishing Boat,quick bites,4.0,89,300.0,Yes,No,"kerala, south indian, chinese",malleshwaram,yeshwantpur
Fishing Boat - Hotel Goyal Residency,casual dining,3.9,418,800.0,Yes,Yes,"seafood, north indian, chinese, biryani",electronic city,electronic city
Fishland,casual dining,4.2,302,500.0,No,No,"seafood, north indian, chinese",lavelle road,majestic
Fishland 15,casual dining,3.9,56,600.0,No,No,"mangalorean, seafood",lavelle road,majestic
Fishland Deluxe,quick bites,3.5,9,500.0,No,No,"south indian, north indian, chinese, kebab",basavanagudi,jayanagar
Fit Dish Fetish,"takeaway, delivery",3.5,38,500.0,No,No,healthy food,malleshwaram,west bangalore
Fitbakes,delivery,3.6,13,400.0,No,No,"bakery, healthy food",basavanagudi,jayanagar
Fitnest,delivery,3.2,16,350.0,Yes,No,"healthy food, north indian","byresandra,tavarekere,madiwala",btm
Five Satr Chiken,quick bites,2.8,40,300.0,No,No,fast food,bellandur,bellandur
Five Senses,"takeaway, delivery",2.8,40,500.0,Yes,No,"continental, north indian, fast food",bellandur,bellandur
Five Spice Dining,casual dining,3.6,55,750.0,Yes,No,"chinese, north indian, south indian",brookefield,marathahalli
Five Star Cafe,quick bites,3.8,29,350.0,No,No,fast food,indiranagar,indiranagar
Five Star Chicken,quick bites,2.7,45,300.0,No,No,"fast food, burger",koramangala 4th block,koramangala 6th block
Flame Pub & Restaurant - Brigade Garden,"bar, casual dining",2.9,24,1900.0,No,No,"bar food, north indian",lavelle road,brigade road
Flamin Grill,casual dining,3.5,10,600.0,No,No,"lebanese, turkish, bbq, burger",bellandur,bellandur
Flavor of Tibet,casual dining,4.0,57,400.0,No,No,tibetan,"byresandra,tavarekere,madiwala",koramangala 5th block
Flavored With Love,"takeaway, delivery",2.8,40,200.0,No,No,bakery,bellandur,bellandur
Flavors,casual dining,3.4,5,1200.0,No,No,"north indian, south indian, chinese, continental",electronic city,electronic city
Flavors of India,casual dining,3.5,6,600.0,No,No,"north indian, south indian, andhra, mughlai",old airport road,domlur
Flavors of North,quick bites,3.3,239,400.0,Yes,No,"north indian, chinese, biryani",malleshwaram,new bel road
Flavors Restaurant,casual dining,2.9,16,700.0,No,No,"north indian, chinese",marathahalli,whitefield
Flavorsome Bakes,"takeaway, delivery",4.0,93,800.0,No,No,"bakery, desserts",bannerghatta road,bannerghatta road
Flavour A Azam,quick bites,3.5,42,400.0,No,No,north indian,electronic city,electronic city
Flavour of China,casual dining,3.8,254,550.0,Yes,No,chinese,bannerghatta road,btm
Flavour of Himalaya,quick bites,3.7,24,500.0,Yes,No,asian,"byresandra,tavarekere,madiwala",koramangala 5th block
Flavours - Octave Hotel & Spa,casual dining,3.0,197,700.0,No,No,"north indian, chinese",bellandur,sarjapur road
Flavours Hut,casual dining,3.5,8,550.0,Yes,No,"kerala, north indian, chinese, seafood","byresandra,tavarekere,madiwala",hsr
Flavours Inn,quick bites,3.7,59,500.0,Yes,No,"kerala, north indian, chinese",new bel road,new bel road
Flavours Radha Hometel,casual dining,3.5,185,800.0,No,Yes,"north indian, continental, chinese, south indian",brookefield,whitefield
Flavours24,dessert parlor,3.3,16,250.0,No,No,"desserts, ice cream",marathahalli,marathahalli
Flayvours4u,"dessert parlor, beverage shop",3.2,27,150.0,No,No,"ice cream, beverages",kalyan nagar,hennur
Flechazo,casual dining,4.7,7154,1400.0,No,Yes,"asian, mediterranean, north indian, bbq",marathahalli,marathahalli
Float,"casual dining, bar",4.4,3061,1500.0,Yes,Yes,"north indian, japanese",bellandur,marathahalli
Float Brewery,"microbrewery, casual dining",4.2,471,1800.0,Yes,Yes,"bar food, asian, european, mediterranean",kammanahalli,kalyan nagar
Flodeis,dessert parlor,3.4,10,300.0,Yes,No,"desserts, ice cream, beverages",rajajinagar,vijay nagar
Floured-Baked With Love,"takeaway, delivery",3.8,45,400.0,No,No,bakery,banashankari,banashankari
Flow - Terrace Bar & Grill,"lounge, bar",3.8,82,1000.0,No,No,"pizza, continental, north indian, chinese",bannerghatta road,jp nagar
Fluffer Nutter,quick bites,2.8,40,200.0,No,No,beverages,"byresandra,tavarekere,madiwala",btm
Flying Cakes,bakery,3.1,15,500.0,Yes,No,"bakery, desserts",bellandur,sarjapur road
FNC Seafood,food court,3.8,56,400.0,No,No,"seafood, fast food",koramangala 4th block,koramangala 7th block
FNP Cakes N More,delivery,2.8,40,700.0,No,No,bakery,basavanagudi,wilson garden
Fnp Cakes 'N' More,bakery,2.8,40,150.0,No,No,bakery,malleshwaram,malleshwaram
Fog City Cafe,cafe,2.8,40,500.0,Yes,No,fast food,indiranagar,indiranagar
Fogg,casual dining,2.8,40,1000.0,No,Yes,"continental, italian, beverages",koramangala 4th block,btm
Folklore Restaurant,casual dining,3.2,263,450.0,Yes,No,"north indian, south indian, kerala, seafood",sarjapur road,sarjapur road
Food & Friends,quick bites,2.9,88,200.0,Yes,No,"fast food, street food",malleshwaram,rajajinagar
Food 4 U,quick bites,3.6,34,400.0,No,No,north indian,electronic city,electronic city
FOOD ADDA,quick bites,3.2,4,200.0,No,No,fast food,banashankari,banashankari
Food And Biryani (FAB),"takeaway, delivery",2.8,21,500.0,No,No,"biryani, north indian, mughlai",whitefield,whitefield
Food And You,quick bites,3.8,89,300.0,No,No,"north indian, gujarati","byresandra,tavarekere,madiwala",koramangala 5th block
Food Box,quick bites,3.6,21,350.0,Yes,No,"fast food, beverages",frazer town,kammanahalli
Food Box Cafe,casual dining,3.6,36,500.0,No,No,"mughlai, north indian, chinese",banashankari,banashankari
Food Box -The Taste Of Odisha,quick bites,3.2,4,350.0,No,No,"chinese, oriya, bengali, north indian",marathahalli,marathahalli
Food Club Restaurant,casual dining,3.7,45,500.0,No,No,"north indian, chinese",electronic city,electronic city
Food Coma,casual dining,2.8,40,800.0,No,Yes,"continental, seafood, biryani, desserts, north indian, chinese, bakery, kebab",indiranagar,indiranagar
Food Corner,quick bites,3.3,7,250.0,No,No,"north indian, chinese, fast food",frazer town,rt nagar
Food Court,quick bites,3.3,4,300.0,No,No,"south indian, north indian, chinese, street food",lavelle road,majestic
Food Dig,quick bites,3.5,13,150.0,No,No,north indian,whitefield,whitefield
Food Factory,"takeaway, delivery",3.3,5,400.0,Yes,No,north indian,marathahalli,marathahalli
Food Feast Multicusine Restaurant,quick bites,3.3,16,600.0,No,No,"north indian, chinese, hyderabadi",bannerghatta road,bannerghatta road
Food Feed Restaurant,casual dining,3.7,29,750.0,No,No,"arabian, chinese, kerala, north indian",new bel road,new bel road
Food Geek,quick bites,3.8,25,350.0,Yes,No,"sandwich, fast food, rolls",banashankari,basavanagudi
Food Junction,quick bites,3.5,42,400.0,No,No,"north indian, chinese, street food, biryani","byresandra,tavarekere,madiwala",btm
Food Ka Masti,delivery,3.2,45,400.0,Yes,No,"north indian, chinese, south indian",bannerghatta road,bannerghatta road
Food Lounge,quick bites,3.1,52,400.0,Yes,No,north indian,new bel road,yeshwantpur
Food Lover,delivery,3.7,32,400.0,Yes,No,"north indian, chinese",indiranagar,indiranagar
Food Magic Restaurant,quick bites,3.8,88,400.0,Yes,No,"kerala, north indian, chinese, arabian",kalyan nagar,kalyan nagar
Food Memories,quick bites,3.3,5,200.0,No,No,fast food,bannerghatta road,bannerghatta road
Food Mingo,quick bites,3.0,4,450.0,Yes,No,"north indian, chinese",brookefield,marathahalli
Food Mood,delivery,3.7,52,350.0,Yes,No,north indian,brookefield,whitefield
Food N Joyy,quick bites,3.2,8,300.0,Yes,No,"fast food, chinese, street food",malleshwaram,rt nagar
Food Of Punjab,quick bites,3.7,19,200.0,No,No,north indian,indiranagar,ulsoor
Food Paradise,quick bites,3.3,12,500.0,No,No,"north indian, chinese, bengali, biryani",whitefield,whitefield
Food Planet,quick bites,3.1,5,400.0,No,No,"north indian, chinese, kerala",electronic city,electronic city
Food Plaza,quick bites,2.8,40,150.0,No,No,"south indian, north indian, chinese",banashankari,basavanagudi
Food Point,casual dining,3.2,167,450.0,No,No,north indian,brookefield,whitefield
Food Point Family Restauarant,casual dining,3.3,6,700.0,Yes,No,"north indian, chinese, mughlai",electronic city,electronic city
Food Ras,casual dining,4.3,1386,900.0,Yes,Yes,"north indian, chinese, japanese, european, seafood",electronic city,electronic city
Food Republic Resto,casual dining,3.3,43,700.0,Yes,No,"north indian, chinese",jp nagar,kumaraswamy layout
Food Singh,delivery,2.8,40,500.0,No,No,north indian,whitefield,whitefield
Food Springs,quick bites,4.0,232,400.0,Yes,No,"south indian, chinese",banashankari,jayanagar
Food Square,quick bites,3.2,4,250.0,Yes,No,"chinese, street food, rolls",malleshwaram,malleshwaram
Food Star,casual dining,3.2,16,500.0,No,No,"north indian, chinese",kalyan nagar,kammanahalli
Food Theory,delivery,2.5,58,500.0,No,No,"biryani, north indian, italian, chinese, sandwich, desserts","byresandra,tavarekere,madiwala",hsr
Food Time Now,"takeaway, delivery",3.1,10,500.0,Yes,No,"north indian, mughlai, biryani",kalyan nagar,rammurthy nagar
Food Town,delivery,3.2,5,200.0,Yes,No,chinese,mg road,indiranagar
Food Treat,quick bites,3.3,12,300.0,Yes,No,"north indian, south indian",bellandur,bellandur
Food Xpress,quick bites,3.4,10,400.0,No,No,"north indian, south indian, biryani, chinese",whitefield,whitefield
Food Zone,quick bites,3.4,308,300.0,Yes,No,"north indian, chinese",brookefield,marathahalli
FoodandSnack.com,delivery,3.3,8,500.0,No,No,"south indian, north indian",hsr,bommanahalli
Foodbell,"takeaway, delivery",2.8,40,300.0,Yes,No,"north indian, chinese, biryani",bellandur,sarjapur road
Foodhall,casual dining,4.0,111,1000.0,Yes,No,"italian, bakery, fast food",indiranagar,mg road
Foodiction,quick bites,2.8,506,500.0,Yes,No,"north indian, fast food, chinese, burger",banashankari,banashankari
Foodie,kiosk,2.9,35,300.0,No,No,"chinese, fast food",whitefield,whitefield
Foodie Nation,casual dining,3.5,89,1000.0,Yes,Yes,"north indian, chinese, arabian",electronic city,electronic city
Foodie's Affair,quick bites,3.5,22,400.0,Yes,No,"north indian, chinese",kalyan nagar,nagawara
Foodies Choice,"takeaway, delivery",3.7,48,150.0,Yes,No,"arabian, chinese, fast food, beverages",kalyan nagar,nagawara
Foodies Club,quick bites,3.4,5,300.0,Yes,No,"south indian, chinese, north indian, sandwich, rolls","byresandra,tavarekere,madiwala",btm
Foodies Delight,quick bites,3.8,178,400.0,Yes,No,"north indian, fast food, beverages",brookefield,whitefield
Foodies Express,quick bites,3.7,130,400.0,Yes,No,"chinese, north indian, arabian, biryani",electronic city,electronic city
Foodies Family Restaurant,quick bites,3.4,6,300.0,Yes,No,"north indian, chinese",electronic city,electronic city
Foodies Hub,quick bites,3.1,8,500.0,Yes,No,"north indian, south indian, seafood",bellandur,sarjapur road
Foodiesthan,cafe,3.7,59,600.0,Yes,No,"cafe, fast food, north indian","byresandra,tavarekere,madiwala",hsr
FoodIshq,delivery,4.0,173,450.0,Yes,No,north indian,indiranagar,kaggadasapura
Foodism,delivery,4.1,319,300.0,Yes,No,"north indian, chinese",brookefield,marathahalli
Foodizo,quick bites,3.6,24,300.0,Yes,No,"desserts, fast food, continental",banashankari,banashankari
Foodlieious Multi Cuisine,quick bites,2.8,40,100.0,No,No,north indian,banashankari,banashankari
Foodmazic,quick bites,3.7,17,200.0,No,No,"bbq, beverages, burger, rolls, tea",marathahalli,kaggadasapura
Foody Baba,delivery,3.1,65,500.0,No,No,"north indian, chinese, mughlai",whitefield,whitefield
Foody's,quick bites,3.8,169,250.0,Yes,No,"north indian, south indian",church street,shanti nagar
Foodys Adda,quick bites,3.2,4,300.0,No,No,fast food,hsr,bommanahalli
Foody's Land,quick bites,2.8,40,300.0,Yes,No,fast food,brookefield,old airport road
Foodzoo,delivery,3.5,40,450.0,No,No,"fast food, burger",koramangala 6th block,koramangala
Forage,casual dining,4.1,210,1500.0,No,Yes,"healthy food, beverages, european, salad",indiranagar,indiranagar
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,delivery,3.1,54,500.0,Yes,No,continental,brigade road,indiranagar
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,delivery,3.1,54,500.0,Yes,No,continental,mg road,indiranagar
Fort Kochi,"casual dining, bar",4.1,334,1800.0,No,Yes,"kerala, seafood",indiranagar,mg road
Four Seasons Fast Food,quick bites,3.3,20,400.0,No,No,"north indian, chinese, biryani",malleshwaram,malleshwaram
Four Seasons Fast Food Center,quick bites,3.7,136,400.0,Yes,No,"north indian, chinese, biryani",malleshwaram,malleshwaram
Foxtail Rodeo,food truck,3.5,13,300.0,No,No,"chinese, street food",hsr,south bangalore
Foxtrot,"pub, casual dining",4.4,1146,1200.0,Yes,Yes,"north indian, chinese, continental, momos",bellandur,marathahalli
Foxtrot - House of Subculture,"cafe, lounge",4.4,366,1000.0,No,Yes,"cafe, american, asian, north indian",hsr,koramangala 3rd block
Fragrant Kitchen,"casual dining, cafe",3.7,110,700.0,No,No,"north indian, chinese, cafe, desserts",kammanahalli,kalyan nagar
Freeze It,dessert parlor,3.5,35,300.0,Yes,No,ice cream,basavanagudi,jayanagar
French Bake House,bakery,3.7,91,200.0,Yes,No,"bakery, french, fast food",electronic city,electronic city
French Bakery,delivery,3.3,7,250.0,No,No,"desserts, bakery, beverages","byresandra,tavarekere,madiwala",btm
Fresh Aahar,quick bites,3.9,37,400.0,Yes,No,"biryani, mangalorean, kerala",indiranagar,indiranagar
Fresh Berriz,beverage shop,3.3,7,250.0,No,No,"beverages, juices",whitefield,whitefield
Fresh Bites,quick bites,3.3,16,400.0,Yes,No,"italian, fast food","byresandra,tavarekere,madiwala",koramangala 1st block
Fresh Bowl,quick bites,3.3,4,400.0,No,No,"chinese, north indian, fast food",old airport road,old airport road
Fresh Dinner,"takeaway, delivery",3.1,105,500.0,Yes,No,"north indian, biryani",bannerghatta road,bannerghatta road
Fresh Kitchen,casual dining,3.3,22,600.0,Yes,No,"north indian, chinese",jp nagar,bannerghatta road
Fresh Lemon Soda,beverage shop,3.1,5,150.0,No,No,"beverages, street food",bannerghatta road,bannerghatta road
Fresh 'N' Grills,"takeaway, delivery",3.2,234,500.0,Yes,No,"sandwich, salad, north indian, chinese",electronic city,electronic city
Fresh Pressery Cafe,cafe,4.1,137,1200.0,Yes,No,"cafe, healthy food, salad, beverages, desserts","byresandra,tavarekere,madiwala",koramangala 5th block
Fresh Veg,quick bites,2.7,93,300.0,Yes,No,"street food, north indian",malleshwaram,new bel road
FreshEats,food truck,3.6,14,400.0,No,No,"continental, north indian, thai",whitefield,east bangalore
Freshies Gourmet Salads,quick bites,3.1,32,350.0,Yes,No,"salad, healthy food",sarjapur road,bellandur
Freshkhilao,casual dining,3.3,379,750.0,Yes,No,"chinese, north indian, biryani, juices",whitefield,brookefield
Freshkicho,delivery,2.8,40,200.0,No,No,"north indian, south indian, chinese",bellandur,bellandur
FreshMenu,delivery,2.8,132,450.0,Yes,No,"healthy food, chinese, biryani, north indian, continental, salad, american, burger",marathahalli,east bangalore
FreshPhulka,quick bites,3.8,24,150.0,Yes,No,north indian,hsr,hsr
Freskka,casual dining,4.0,702,700.0,Yes,No,"italian, american, asian, continental, mexican, momos",malleshwaram,new bel road
Friend's Cafe,quick bites,3.9,551,600.0,Yes,No,"fast food, american, chinese","byresandra,tavarekere,madiwala",koramangala 7th block
Friends Chats Adda,quick bites,2.8,40,200.0,No,No,"fast food, sandwich, beverages","byresandra,tavarekere,madiwala",btm
Friends Diner,casual dining,2.8,36,700.0,No,No,"continental, italian, pizza",whitefield,whitefield
Friend's Kitchen,quick bites,3.5,10,150.0,No,No,"south indian, chinese","byresandra,tavarekere,madiwala",btm
Friends Night Kitchen,"takeaway, delivery",3.8,109,400.0,Yes,No,"italian, pizza",brigade road,koramangala 6th block
Friend's Own,quick bites,3.2,55,300.0,Yes,No,"north indian, bengali, chinese",whitefield,whitefield
Friendz Zone,quick bites,3.6,39,400.0,No,No,"north indian, street food",whitefield,whitefield
Fritz Haber,delivery,3.3,5,400.0,Yes,No,"ice cream, desserts","byresandra,tavarekere,madiwala",south bangalore
Frolic,dessert parlor,3.9,33,200.0,Yes,No,"juices, ice cream","byresandra,tavarekere,madiwala",koramangala 7th block
Frootality,"beverage shop, quick bites",4.0,213,400.0,No,No,"healthy food, beverages",indiranagar,indiranagar
FrostBite,"dessert parlor, quick bites",3.5,15,400.0,No,No,"desserts, fast food","byresandra,tavarekere,madiwala",koramangala 5th block
